temperature_midi,humidity_midi,wind_midi,wind_norm,pressure_midi,rain_hits
65.92307692307692,59.0,39.30769230769231,0.37,42.07692307692308,8
67.61538461538461,57.61538461538461,48.46153846153846,1.0,40.0,2
67.0,57.0,50.46153846153846,1.0,42.30769230769231,0
67.0,57.0,47.69230769230769,0.925,44.23076923076923,0
67.0,57.0,46.23076923076923,0.6950000000000001,45.0,0
65.46153846153847,57.30769230769231,43.07692307692308,0.5549999999999999,45.0,0
65.0,58.53846153846154,39.69230769230769,0.27749999999999997,45.0,2
65.0,58.69230769230769,40.0,0.325,46.07692307692308,0
65.3076923076923,57.0,45.38461538461539,0.8324999999999999,46.07692307692308,0
67.0,57.46153846153846,50.92307692307692,0.9724999999999999,45.0,0
67.0,57.61538461538461,50.0,0.925,43.46153846153846,0
66.53846153846153,59.0,44.69230769230769,0.8800000000000001,43.0,8
64.92307692307692,59.53846153846154,38.76923076923077,0.2325,43.0,13
64.0,59.23076923076923,38.76923076923077,0.2325,43.61538461538461,2
64.0,59.0,39.38461538461539,0.2325,45.0,0
64.38461538461539,58.84615384615385,42.23076923076923,0.6025,44.07692307692308,4
66.38461538461539,59.0,45.0,0.6950000000000001,42.76923076923077,13
65.15384615384616,58.07692307692308,41.15384615384615,0.4625,42.76923076923077,2
65.0,58.07692307692308,42.76923076923077,0.74,40.69230769230769,3
65.0,57.0,48.07692307692308,0.8324999999999999,43.30769230769231,0
65.0,58.23076923076923,41.53846153846154,0.51,45.0,0
64.6923076923077,58.84615384615385,39.23076923076923,0.27749999999999997,45.0,0
65.0,59.0,40.0,0.27749999999999997,45.0,0
65.0,59.15384615384615,40.0,0.325,45.0,3
65.0,59.53846153846154,42.76923076923077,0.4175,45.0,10
65.0,59.0,40.0,0.37,45.0,0
65.0,59.0,39.38461538461539,0.325,46.23076923076923,0
65.0,59.0,41.15384615384615,0.37,48.61538461538461,0
65.0,57.0,40.0,0.27749999999999997,50.15384615384615,0
64.23076923076923,57.0,40.0,0.325,52.0,0
64.38461538461539,57.30769230769231,41.84615384615385,0.4175,50.0,0
